"Name","ID","Partei.x","Alter","Bezirk","Kalenderwoche","Anzahl"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","32","6"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","34","8"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","13","4"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","22","2"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","31","4"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","30","4"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","27","12"
"Philipp Schrangl","393965843","FPÖ",39,"4A Linz und Umgebung","33","4"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","33","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","31","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","34","3"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","5","3"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","2","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","3","5"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","4","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","26","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","27","3"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","28","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","29","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","30","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","16","4"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","17","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","18","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","19","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","20","3"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","21","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","22","2"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","24","6"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","25","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","9","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","11","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","13","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","14","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","15","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","6","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","7","1"
"Ralph Schallmeiner","68799321","GRÜNE",48,"4C Hausruckviertel","8","2"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","11","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","7","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","30","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","4","2"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","25","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","27","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","18","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","17","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","34","1"
"Reinhold Einwallner","214079064","SPÖ",51,"8 Vorarlberg","5","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","11","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","6","3"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","3","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","8","6"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","25","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","7","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","10","3"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","24","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","4","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","9","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","15","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","16","6"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","21","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","18","1"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","5","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","20","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","14","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","17","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","22","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","23","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","34","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","27","3"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","2","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","13","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","26","4"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","30","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","19","1"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","32","2"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","28","5"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","12","3"
"Reinhold Lopatka","816879318","ÖVP",64,"6B Oststeiermark","29","4"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","1","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","2","5"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","3","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","4","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","5","5"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","6","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","7","4"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","8","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","9","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","10","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","11","4"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","12","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","13","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","14","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","15","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","16","4"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","17","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","19","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","20","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","21","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","22","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","23","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","24","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","25","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","26","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","29","2"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","31","3"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","32","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","33","1"
"Rudolf Silvan","9,53E+17","SPÖ",56,"3 Niederösterreich","34","2"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","4","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","2","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","3","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","17","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","18","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","5","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","16","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","34","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","7","1"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","8","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","23","2"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","24","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","12","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","13","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","15","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","28","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","1","2"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","30","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","31","1"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","6","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","20","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","21","6"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","22","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","14","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","9","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","10","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","11","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","25","4"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","27","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","29","5"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","19","7"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","33","2"
"Sabine Schatz","1533776071","SPÖ",45,"4E Mühlviertel","26","4"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","1","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","2","5"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","3","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","4","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","5","2"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","6","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","8","4"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","9","3"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","11","2"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","12","3"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","13","3"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","14","4"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","15","4"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","16","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","17","2"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","18","5"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","19","4"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","22","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","23","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","24","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","25","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","27","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","29","1"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","30","2"
"Selma Yildirim","454736150","SPÖ",54,"7 Tirol","31","2"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","6","2"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","5","4"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","8","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","11","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","7","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","25","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","17","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","13","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","4","3"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","12","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","23","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","18","2"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","3","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","16","1"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","2","2"
"Sibylle Hamann","50578233","GRÜNE",57,"B Bundeswahlvorschlag","20","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","18","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","20","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","8","5"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","10","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","22","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","7","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","17","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","16","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","5","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","2","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","3","3"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","4","3"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","23","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","6","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","27","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","34","1"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","11","2"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","14","3"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","15","3"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","24","4"
"Sigrid Maurer","22000071","GRÜNE",39,"9 Wien","26","3"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","3","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","17","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","2","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","1","3"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","13","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","28","5"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","25","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","21","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","20","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","22","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","18","6"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","19","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","11","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","12","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","14","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","15","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","26","5"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","27","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","5","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","6","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","7","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","8","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","9","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","23","3"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","24","6"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","29","5"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","4","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","16","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","31","3"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","10","7"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","30","2"
"Stephanie Krisper","256020864","NEOS",44,"9 Wien","33","2"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","1","1"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","2","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","3","2"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","4","6"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","5","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","6","1"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","7","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","8","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","9","2"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","10","1"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","11","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","12","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","13","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","14","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","15","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","16","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","17","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","18","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","19","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","20","2"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","21","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","22","1"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","23","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","24","5"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","25","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","26","6"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","27","4"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","28","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","29","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","30","2"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","31","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","32","1"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","33","3"
"Süleyman Zorba","7,6E+17","GRÜNE",31,"3 Niederösterreich","34","3"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","26","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","31","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","24","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","25","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","27","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","23","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","3","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","4","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","1","3"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","2","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","22","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","21","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","8","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","9","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","28","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","29","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","30","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","12","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","14","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","15","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","32","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","33","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","34","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","6","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","7","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","11","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","17","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","13","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","10","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","16","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","5","6"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","19","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","20","7"
"Ulrike Fischer","1,01E+18","GRÜNE",51,"3 Niederösterreich","18","7"
"Verena Nussbaum","9,36E+17","SPÖ",54,"6A Graz und Umgebung","16","1"
"Verena Nussbaum","9,36E+17","SPÖ",54,"6A Graz und Umgebung","18","1"
"Volker Reifenberger","4861442225","FPÖ",45,"5B Flachgau/Tennengau","17","4"
"Volker Reifenberger","4861442225","FPÖ",45,"5B Flachgau/Tennengau","18","2"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","5","2"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","11","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","19","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","12","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","9","4"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","2","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","8","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","10","2"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","15","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","14","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","31","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","4","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","13","2"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","28","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","25","1"
"Wolfgang Gerstl","96791014","ÖVP",62,"9E Wien Süd-West","3","1"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","1","1"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","2","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","3","4"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","4","5"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","5","3"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","6","5"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","7","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","8","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","9","7"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","10","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","11","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","12","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","13","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","14","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","15","5"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","16","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","17","5"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","18","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","19","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","20","4"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","21","5"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","22","4"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","23","7"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","24","7"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","25","7"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","26","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","27","6"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","28","3"
"Yannick Shetty","1286517246","NEOS",29,"9 Wien","29","3"
